grade,sub_grade_num,short_emp,emp_length_num,home_ownership,dti,purpose,payment_inc_ratio,delinq_2yrs,delinq_2yrs_zero,inq_last_6mths,last_delinq_none,last_major_derog_none,open_acc,pub_rec,pub_rec_zero,revol_util,bad_loans
E,0.205385351331678,0,0,MORTGAGE,13.483987642071977,credit_card,6.638459703256126,0,0,1,1,0,15,0,1,55.16671782601917,0
F,0.0953515193362007,1,4,MORTGAGE,30.306630393404845,home_improvement,3.399047442091349,0,0,0,1,1,6,0,1,91.94640261094963,1
D,0.4490963387883502,1,5,RENT,39.3753325784562,small_business,6.635000891363876,0,1,4,0,1,12,0,1,67.3420934120934,1
C,0.5578541495678988,0,1,RENT,37.698571056644575,small_business,1.389938575741405,0,0,1,1,1,13,0,1,53.48178631630006,0
F,0.8486005082965776,1,4,MORTGAGE,36.20623930780464,credit_card,10.386279365542675,1,1,3,1,1,9,1,0,95.317442022037,1
C,0.0035108509106506,1,6,RENT,22.56936921440088,car,11.08820505522491,0,0,1,1,1,9,0,0,53.47035081229791,0
D,0.4817741487493681,0,1,RENT,33.6011304996991,medical,12.975946334872251,0,1,2,1,1,10,0,1,95.84533478575112,0
C,0.0883149956653427,0,6,RENT,13.321103114255648,home_improvement,4.747128708848667,1,1,0,1,1,7,0,1,43.10598638460598,1
B,0.5654421388793338,0,3,MORTGAGE,7.529801301994967,debt_consolidation,5.647985223671415,0,1,1,1,1,1,0,1,97.42823207454184,0
E,0.1229393063031817,0,8,RENT,27.97141073038403,small_business,3.599658716906239,0,0,0,1,1,10,0,1,97.41667655248962,0
C,0.8547160199777339,1,3,RENT,30.0826518742478,medical,11.53769904167224,0,1,2,1,1,10,0,1,19.681071831094943,0
A,0.1809730639780022,0,10,MORTGAGE,9.77142527747827,car,6.231501180702637,0,0,4,1,1,5,0,1,56.127875231519454,0
C,0.7290340190232865,1,6,OWN,14.52448467136101,credit_card,13.481588834565828,0,1,2,1,1,7,0,0,64.37614784120623,0
C,0.4070638992704929,0,2,OWN,36.19633939321701,home_improvement,8.17213250838359,0,0,2,1,1,7,0,0,3.4950555457254784,0
D,0.6154056774277707,0,5,OWN,10.999300660883872,car,13.020763543886972,0,1,3,0,1,5,0,1,8.653337774325431,0
C,0.0512607409159853,0,6,MORTGAGE,22.209259325117863,debt_consolidation,14.34268315741474,1,1,1,1,1,5,0,1,77.52726238531123,0
D,0.2825740472490933,0,6,RENT,5.411319277726275,credit_card,2.7488959179445183,0,1,3,1,0,8,0,1,14.867387729025673,0
D,0.1226084174951905,1,7,MORTGAGE,34.73858018187167,debt_consolidation,9.483756509325127,1,1,3,1,1,4,0,0,34.038174169100735,1
C,0.8875261622949799,1,5,OWN,19.394076386201224,debt_consolidation,8.743712459247758,1,1,1,1,1,7,0,1,90.2103111559863,1
C,0.0262802155346926,1,9,RENT,20.1726908567114,small_business,4.491311900065859,0,1,3,1,1,5,0,1,29.007061861563688,0
F,0.7906729630850127,0,9,MORTGAGE,14.889060219494928,debt_consolidation,11.45953504503242,0,1,0,1,1,9,0,1,13.65087200713383,0
B,0.0927289118044968,0,7,MORTGAGE,15.75086002580337,credit_card,11.76868551455149,0,0,3,1,1,8,0,1,86.06670167466798,0
D,0.7831717134710994,0,7,OWN,23.021456663469355,home_improvement,8.972070939603803,2,1,1,1,1,7,0,1,65.03754234574947,0
A,0.1074547680736766,0,4,OWN,16.967350366632335,small_business,12.999034723585336,0,1,2,1,1,6,0,1,85.58309208189137,0
A,0.7798753470241676,0,4,OWN,31.831306808145538,debt_consolidation,9.417242523801836,0,0,0,0,1,5,0,1,64.02198703770465,0
D,0.4804659508976944,1,6,RENT,39.17224111857801,debt_consolidation,8.297169215030749,0,1,1,1,1,6,0,1,41.92037263066963,0
D,0.6678020782171193,1,7,RENT,34.53354785196459,credit_card,4.000117534069544,0,1,2,1,1,8,1,1,65.5731135156703,1
F,0.5004194958350817,1,1,RENT,26.037537274930827,car,13.30532921167912,0,0,2,1,1,9,0,0,4.4992243903623885,0
B,0.564773086045367,0,5,MORTGAGE,9.507562861610149,medical,3.6261411729943074,0,1,2,1,1,5,1,0,7.967712491825074,0
B,0.8354436837959864,0,10,RENT,7.52408995513422,credit_card,11.46146240494562,0,1,1,1,1,6,0,1,52.887734749360646,0
D,0.820458925666336,0,6,RENT,10.367367537044078,debt_consolidation,12.459060947539804,1,1,5,0,0,8,0,0,30.860721566813044,0
D,0.8776085610372203,1,8,MORTGAGE,39.73904034159767,debt_consolidation,10.638636124611365,0,0,1,1,1,10,0,1,36.59313364709516,0
A,0.3407519360924353,0,6,OWN,7.019587881562378,small_business,3.9480778873199824,1,1,5,1,1,6,0,1,91.11104642989424,1
A,0.610080228270939,0,0,MORTGAGE,39.14161649663402,small_business,3.5319000460692016,0,0,2,1,1,10,0,1,42.403515227757325,0
F,0.0458767433659029,1,8,MORTGAGE,8.588501990648444,small_business,11.337696744351817,0,1,1,1,1,11,0,1,85.24311149934627,1
D,0.5392982638342613,0,0,MORTGAGE,16.425692231164106,car,13.25916883065771,1,0,3,1,1,10,0,0,61.16253847865131,1
E,0.9875896326209844,1,1,RENT,31.55927072380029,home_improvement,2.9359286276813448,1,1,1,1,0,9,0,1,30.03706898954649,1
B,0.9819029071633936,0,6,MORTGAGE,20.092877266207925,small_business,6.160585931651712,1,1,2,1,1,4,0,1,96.18906337353243,1
A,0.7572708753521501,1,4,RENT,15.949668854668078,medical,7.509128240333408,0,1,5,1,1,7,0,1,75.02596747101083,0
A,0.0771861488980673,1,3,RENT,34.912021660952966,small_business,10.145977166603444,0,0,1,1,1,7,0,1,34.875438144533234,1
B,0.6487986245788886,0,5,MORTGAGE,25.10331662037266,car,7.981018065030156,0,1,1,1,0,7,0,0,80.8164241278986,0
A,0.668998393126797,1,7,MORTGAGE,30.347225968244206,credit_card,12.10486968660451,0,0,6,0,1,5,0,1,39.52142211147645,1
D,0.9898036050577304,0,8,RENT,20.010106975471334,small_business,9.868970824068006,0,1,3,0,1,8,0,1,12.64586786052263,0
C,0.8550210803955185,1,1,MORTGAGE,32.35452236773128,small_business,2.807590820567078,0,1,4,1,1,5,0,1,44.480297390168985,0
A,0.2965213845048446,0,9,RENT,34.80845110104078,debt_consolidation,10.79081355041917,1,1,3,1,1,7,0,1,52.85993411025579,1
B,0.7841882433261013,1,3,RENT,30.68827945934632,small_business,1.3169475531709929,1,0,1,1,1,11,0,1,51.08399574184619,1
F,0.5016770757746625,0,5,RENT,18.2177843252058,debt_consolidation,1.7927531189342891,2,1,2,1,0,8,0,1,48.5440422583663,1
A,0.0032459738509265,0,3,MORTGAGE,33.03451498337367,medical,14.286777794879406,0,1,3,1,1,6,0,1,17.921261378018617,1
G,0.552600259988234,0,8,RENT,33.52854820821731,credit_card,14.064881593589956,1,1,5,1,1,12,0,1,4.751194561657712,1
B,0.4096435364867201,0,3,RENT,31.793362832700858,small_business,3.644226964712967,0,1,2,0,1,3,0,1,6.214458108728693,1
B,0.8053533220768831,0,3,RENT,37.918998467120346,small_business,4.972479655886978,2,1,0,1,1,8,0,1,68.22980556606493,1
B,0.268948084541093,0,5,MORTGAGE,34.50495891862706,small_business,4.0312509540603365,0,0,4,1,1,12,0,0,87.7051566948492,1
E,0.1552967628528546,0,3,OWN,28.45080570918272,credit_card,14.433444039015509,1,1,3,1,1,9,1,1,81.77594202357191,1
C,0.6208274514796885,0,4,MORTGAGE,29.03151660397731,debt_consolidation,13.890906110672333,0,0,1,1,1,7,0,1,16.350371686897148,0
B,0.9465042513921164,0,10,MORTGAGE,31.588037401902437,small_business,1.2822672689192405,0,1,0,0,1,7,1,1,32.55689678363217,0
C,0.9134087315088114,0,6,RENT,37.14652968253906,medical,5.168351198237135,0,0,2,0,1,4,1,0,88.75352726327182,1
A,0.5701282586185805,1,5,MORTGAGE,21.078281088022244,medical,6.716046676349617,0,0,1,1,1,5,0,1,23.66057476458601,0
D,0.8542081043341794,0,1,RENT,5.2463727804736,small_business,6.715365347369131,0,1,2,1,1,4,1,1,76.15015755807961,0
E,0.4143595550807655,0,1,RENT,39.97551479436711,debt_consolidation,8.714528867400372,0,0,2,1,1,6,0,1,38.45270271714265,0
D,0.3659203585430943,0,6,RENT,20.634762199286765,credit_card,2.046813233031311,0,1,0,1,1,6,0,1,4.42899976083525,0
F,0.3344425676938903,0,0,OWN,11.153459277387784,credit_card,11.502543313253014,1,1,0,1,1,8,0,0,21.29064201532527,1
C,0.9965751148660824,1,7,MORTGAGE,29.19433287360101,home_improvement,3.039376019259985,1,1,2,0,1,14,0,1,18.387641130293897,0
C,0.7305283844189066,1,2,OWN,5.638441496956737,debt_consolidation,2.562617601428588,1,1,4,1,1,6,0,0,63.28461154538585,0
D,0.522741376178022,0,2,RENT,27.98497208673105,credit_card,5.848860164433172,0,0,0,1,0,7,1,0,30.85270491910364,0
D,0.6833159691318147,1,3,MORTGAGE,28.711941143222877,medical,7.856958428577269,0,0,3,1,0,10,0,1,45.60439420692952,0
D,0.223281356146496,0,3,MORTGAGE,17.44669559294693,home_improvement,8.265886202755473,2,1,2,1,0,7,1,1,66.4306809008553,0
A,0.0804647087582888,0,8,RENT,38.96799207105221,medical,9.672568948291197,0,1,2,1,1,9,0,0,77.64179735711816,0
F,0.0748534344765756,0,7,OWN,6.216384810770037,debt_consolidation,13.210975667229327,0,1,1,1,1,8,0,1,41.31453287377478,0
B,0.5205803184396565,1,2,MORTGAGE,10.992906924461767,small_business,1.2780481048016414,3,1,0,1,1,5,0,1,45.87171738741962,1
B,0.7262425885073709,1,6,MORTGAGE,17.564017474703476,car,1.748288620883442,0,1,2,1,1,6,0,1,7.658258625529646,0
C,0.1000316710671537,1,8,OWN,26.79759198570449,car,4.321010238403806,2,1,2,0,1,7,0,1,69.01942097305933,0
B,0.6906110557619934,0,5,MORTGAGE,19.550449100501087,credit_card,7.044736031984512,0,0,3,0,1,2,0,1,45.56295184967362,0
D,0.1828937723291992,1,2,MORTGAGE,23.02904073852875,car,11.090508080177932,0,1,4,1,1,6,0,1,77.78725174324474,0
D,0.7218245260245619,1,3,MORTGAGE,36.2516930085708,medical,13.696601941189902,0,1,2,0,1,8,0,1,52.73659181844332,0
D,0.2880105348511812,0,4,MORTGAGE,33.24275222609699,credit_card,12.824450263859948,0,1,2,0,1,10,1,1,49.89883492373084,1
B,0.2972489344605348,0,5,MORTGAGE,14.61127225287894,medical,4.255801365886774,0,1,1,1,1,10,0,1,17.56820104790071,0
D,0.6431618939350717,0,7,RENT,22.817967066926336,debt_consolidation,11.185930839311585,0,1,1,1,1,10,0,1,34.000358705140435,0
C,0.2164734715772839,0,9,RENT,35.96474209522942,home_improvement,12.75757041839899,1,0,1,1,1,10,2,1,24.511099311872165,1
C,0.3740523907453693,0,3,RENT,37.27870660138228,small_business,5.2856739877932615,1,1,2,1,1,6,0,1,17.17947760595353,1
F,0.9500276842574182,0,5,RENT,22.98927746507418,home_improvement,8.668012266990198,0,0,4,0,1,12,1,1,4.329883813886326,0
A,0.3228215005832157,0,8,OWN,38.77848009231152,home_improvement,9.049959886249164,0,0,1,1,1,12,0,0,52.310090678695545,0
D,0.9168650490187068,1,3,OWN,39.29788608546158,credit_card,14.321435692949017,1,1,3,0,1,12,0,1,14.147893718507987,1
C,0.7175420484163068,0,0,MORTGAGE,16.102437538160306,home_improvement,4.5622714650686085,0,1,2,1,1,3,0,1,4.486061192062074,0
B,0.7058620608962562,0,4,MORTGAGE,25.35389176387592,car,5.661094658922547,0,0,1,1,1,6,1,1,70.02023459501522,0
D,0.421833322750173,0,9,OWN,16.777118860186945,credit_card,9.170449334313236,1,1,0,0,1,6,0,1,20.03897361387722,1
C,0.9667973425128812,0,8,MORTGAGE,17.686841263121345,home_improvement,3.421723947664044,0,1,1,0,1,3,1,1,64.15396960239566,0
A,0.9730603696794784,0,6,RENT,23.459568630532683,home_improvement,4.727134436506812,0,1,8,1,1,8,0,1,70.17171420756166,0
F,0.6607756636584093,0,6,RENT,14.878790113116708,small_business,2.439039855772392,3,1,3,1,1,3,0,1,94.09240653464155,1
A,0.44035904897939,1,4,MORTGAGE,38.0762613757578,credit_card,1.0076040520906528,0,1,2,1,1,10,1,1,61.2049804926355,0
C,0.771027152048951,0,3,RENT,17.815675514548918,home_improvement,9.229107999835785,0,0,0,0,1,13,0,1,47.83123703191904,0
B,0.9805753099332958,0,6,RENT,5.020966063269694,medical,12.496197348403024,0,1,2,0,1,5,0,1,66.73207824660325,0
G,0.2318678101426513,0,9,RENT,18.81503761142802,credit_card,6.725991143453895,0,0,4,1,1,9,0,0,39.54140655519003,0
C,0.113173195759459,1,4,RENT,36.18545201492381,home_improvement,9.293802655653886,0,1,4,1,1,14,0,1,22.233655895615374,0
A,0.341551231855105,0,6,OWN,22.831129833472165,car,11.016942350187875,0,1,3,1,1,6,0,1,80.584734764323,0
E,0.0587158138224426,1,6,RENT,12.630418249636508,medical,13.651833499086637,0,0,1,1,1,5,0,1,14.162955361883975,0
D,0.3517291369616425,0,1,MORTGAGE,32.8851694368262,home_improvement,8.887925839142952,0,1,0,1,0,10,0,0,18.969329260371413,1
D,0.2293189503076539,0,4,MORTGAGE,22.269370399334743,car,10.76254100155568,1,1,3,1,1,8,2,1,4.169994594123095,0
F,0.5517206096214985,0,10,RENT,6.329835481314018,credit_card,8.57674572632683,0,1,1,0,1,9,0,0,80.0813041161324,1
C,0.2581699542091451,0,5,MORTGAGE,6.043991891241517,credit_card,4.989242524444021,0,0,4,1,1,7,0,1,47.33327193087411,0
B,0.6521116267171285,1,3,MORTGAGE,28.60477724441289,medical,8.692563802111,1,1,1,0,1,11,0,1,88.06790210805097,1
D,0.1519655238783801,0,7,MORTGAGE,30.097675722437227,medical,7.6809778595642015,3,1,0,1,1,7,0,0,34.09725287251829,1
A,0.2729171603243713,0,4,MORTGAGE,17.692666578406264,car,8.604594219224676,0,1,2,1,0,7,0,1,51.39146568877363,0
C,0.8840117913717025,0,2,RENT,22.011102093365395,home_improvement,5.622584757612875,1,0,3,0,1,7,0,1,96.19911275570556,1
C,0.5337602069009407,1,5,OWN,13.40515630263319,credit_card,3.729631215149043,1,0,0,0,1,7,0,1,29.0861879237154,1
F,0.0800167914457185,0,9,MORTGAGE,32.552704548706224,medical,1.292196283251001,1,1,2,1,1,10,1,1,33.55406286669456,1
A,0.8734322042298258,0,7,RENT,10.465435174496951,medical,8.372226607138009,0,0,2,1,1,14,0,0,48.60276229965956,0
C,0.8112810613620521,0,2,OWN,26.769807802414046,home_improvement,14.68971522885833,0,1,5,1,1,7,1,1,93.2550213578324,0
B,0.8789923077586501,0,5,MORTGAGE,5.681307424257993,car,3.224067086798984,0,1,1,1,1,6,1,1,92.25676003766414,0
A,0.2384646397964008,0,8,OWN,10.76809900710747,debt_consolidation,10.307486496386431,1,0,2,1,1,4,0,1,36.35807744647842,0
E,0.5187595196123462,0,6,OWN,26.222041337449465,debt_consolidation,9.490008265902784,0,1,3,1,1,5,0,0,22.065099439181346,0
E,0.0133943386121593,0,2,MORTGAGE,12.201614002791562,medical,9.426083133820867,0,1,5,1,1,8,0,1,16.84630031155446,0
E,0.8382437011100358,0,6,MORTGAGE,9.168340851225643,debt_consolidation,10.599551788292,0,0,2,1,1,10,1,1,40.36698477849173,0
C,0.8200022635463813,1,5,MORTGAGE,16.2018391244455,home_improvement,9.198374921274617,1,0,0,0,1,3,1,1,92.69848208761005,1
A,0.7014857494967118,1,2,MORTGAGE,23.92605666828496,credit_card,9.969832323719336,0,1,2,0,1,7,1,1,65.84811175164397,0
C,0.1051882848789717,0,7,RENT,24.00696797545406,car,4.287409873140192,1,1,1,1,1,12,0,0,4.809008211515553,0
B,0.2274112249947438,0,8,RENT,28.94533386433224,medical,6.261731286452103,1,0,0,1,1,8,0,1,23.199599463647974,0
F,0.7147693584992595,1,0,MORTGAGE,32.99137450747031,car,2.2404633527206625,1,1,2,1,1,8,1,1,94.08301573746108,1
B,0.8050500058273127,0,3,RENT,27.157197531536735,debt_consolidation,8.119379538974641,0,1,2,1,1,5,0,1,74.68235207365478,0
A,0.6002582381640957,0,7,MORTGAGE,38.39415285678766,credit_card,12.540234824079953,0,0,5,1,1,11,0,1,21.094292975027827,1
B,0.9204506408774792,0,3,OWN,32.72712638551828,medical,3.0138520593746305,0,0,1,1,1,13,0,1,49.42771804580346,0
E,0.000687382458778,0,1,OWN,26.16382286943661,home_improvement,5.107144064953396,0,1,1,1,1,11,1,1,22.681741100558284,0
B,0.5462479676028885,1,2,RENT,8.799823777907482,car,14.659687250701287,0,1,0,1,1,9,0,1,51.3392059655902,0
C,0.2982285121947038,0,4,RENT,29.97633178621961,small_business,1.491192785899215,1,0,0,1,1,3,0,1,40.45253795189768,1
D,0.1166687877741777,0,7,RENT,29.45057052246405,debt_consolidation,6.798394098516951,1,0,3,1,1,12,0,0,19.53646540451541,0
A,0.7871011325358738,0,10,OWN,25.685779071720432,car,1.2381556323320095,1,0,1,1,1,8,1,1,89.66737733338202,1
D,0.7454279621676773,0,9,RENT,7.745594212192707,debt_consolidation,7.033945111009286,1,0,1,1,1,7,0,1,50.46712927025689,0
B,0.4269984229585133,0,10,OWN,26.68474681927332,debt_consolidation,1.2307512515450083,0,1,2,1,1,9,0,1,66.88125211849444,0
B,0.696594291551844,1,3,MORTGAGE,38.22498833865895,credit_card,9.171650791600952,1,1,2,1,1,6,0,1,1.135708756377196,1
E,0.0132190780513931,1,7,MORTGAGE,10.40722910872594,debt_consolidation,7.395386875296851,1,1,2,1,1,11,0,1,10.743918049045698,0
F,0.8556245661758771,1,5,MORTGAGE,31.70404598093589,car,5.188259600989936,0,1,2,1,1,11,1,1,3.459571761959257,1
C,0.282580423465737,0,3,RENT,33.21032852750869,debt_consolidation,3.2121346899418577,2,1,1,1,1,9,0,1,45.57843885091527,1
C,0.5164927853341054,1,8,MORTGAGE,11.34705082942112,credit_card,4.646982007272799,1,1,1,1,1,10,0,1,40.35381997974624,0
B,0.1707499217842845,0,10,MORTGAGE,37.131229929860886,small_business,6.7240562086956,0,1,2,1,1,7,0,1,14.899317624825892,0
B,0.6079908040810513,1,6,OWN,35.30241632804088,medical,3.428392637703756,1,1,2,1,1,10,0,1,47.934236646050174,1
C,0.4172497271517573,0,0,OWN,12.331210771070406,credit_card,1.7168561444752763,0,1,2,1,1,11,1,1,68.52631707627823,0
A,0.633045125109073,0,7,MORTGAGE,12.867658453692178,debt_consolidation,7.222037192982615,1,1,1,1,1,14,0,1,70.63630432152708,1
B,0.4824789467012498,0,0,RENT,17.519344816304418,debt_consolidation,6.070766901163047,1,1,2,1,1,8,0,1,83.15754019871977,1
G,0.3438858686057441,0,6,RENT,13.275989055916224,debt_consolidation,7.843939179119133,0,1,1,1,1,13,0,1,64.70300389526382,0
A,0.570521019950597,1,6,MORTGAGE,14.882637307893097,debt_consolidation,9.716024095103355,0,1,4,1,1,10,1,1,12.39673506339799,0
A,0.6153740062264161,1,0,MORTGAGE,37.78314256111157,credit_card,14.15454386446106,3,0,1,1,1,7,0,1,51.1655288986036,1
A,0.9143021151293352,0,10,RENT,26.14473036196528,credit_card,1.8823475885336225,0,1,2,0,1,12,0,0,23.10294574721088,0
D,0.6656485200423852,0,10,RENT,38.10958236275824,credit_card,13.459701535077734,1,1,3,1,1,11,0,1,31.382160603025437,1
A,0.771313633225014,1,10,MORTGAGE,28.58517719586637,car,5.142309714235491,1,1,3,1,1,8,0,0,0.9306164323624078,1
D,0.2185484615205629,0,9,RENT,36.72687099931839,car,9.011544666857526,0,1,4,1,1,11,0,1,31.50676837921528,0
A,0.3493576935624155,0,5,MORTGAGE,10.998460398319365,debt_consolidation,2.780663252443701,1,1,3,1,1,7,1,1,18.77572471719684,0
C,0.5936772086649867,0,6,RENT,30.596805589372437,medical,7.294218298925278,0,1,2,1,1,5,1,1,96.17234384082212,1
E,0.1750562835749735,0,4,OWN,13.914041444542365,small_business,14.733979380837097,0,1,1,1,1,10,1,0,27.685236510909693,0
A,0.1123199650081339,0,4,MORTGAGE,37.54969615679176,small_business,2.178232831192781,0,1,1,1,1,8,0,0,42.340134354258495,1
F,0.6304731274374432,0,6,OWN,5.296616362089991,debt_consolidation,4.449748824199346,0,1,1,1,1,7,1,1,56.78291948736598,0
C,0.2811887486579228,0,5,RENT,6.576380966699456,credit_card,8.344834834686804,0,0,0,1,1,9,0,1,24.757605783375524,0
C,0.3885268938042031,0,6,OWN,35.77996978224444,home_improvement,3.043831349920444,0,1,2,1,1,17,0,1,86.78678969303536,1
D,0.0887280815224902,0,6,RENT,7.14921994958337,home_improvement,1.763279801617862,0,1,4,1,1,12,1,1,59.3034223467413,0
C,0.4442028472646608,0,1,RENT,10.438183156626073,small_business,10.80415761308148,1,1,1,1,1,7,1,0,30.3729914644167,1
A,0.5835527120651087,0,5,OWN,20.00436669069961,medical,12.60071632532532,1,1,4,1,1,9,0,1,52.30225500327113,1
F,0.4551620104800051,0,9,OWN,15.77839498406809,medical,10.505022380320217,0,1,4,0,1,5,0,1,69.91454149555688,0
E,0.330110877102018,0,5,RENT,20.300460910530184,small_business,5.966470796684256,1,1,2,1,1,7,0,1,41.2417561299489,0
B,0.026338701748552,0,3,MORTGAGE,30.5894400146314,car,2.377157153216152,3,0,4,1,1,8,0,1,22.27555634098401,1
D,0.7144810085773481,0,5,RENT,23.520960955422915,credit_card,12.54810431928187,1,1,3,1,1,13,1,1,67.50172905275926,1
D,0.3313777209401792,1,0,RENT,29.74629643294257,small_business,4.569534407473932,0,0,0,0,1,5,0,1,85.27063544240255,0
D,0.9822463522637191,0,7,RENT,20.46660101101444,small_business,8.801912705069157,0,1,1,1,1,7,0,0,22.441741266693725,0
C,0.0935075842838148,0,1,MORTGAGE,36.61370475919831,debt_consolidation,10.679143351797425,1,1,7,1,1,10,0,0,22.60679579908785,1
D,0.8231090726904066,0,5,RENT,22.526351491969557,debt_consolidation,12.30060178180362,1,1,1,1,1,5,0,1,61.63645144964632,0
A,0.2530292483762856,0,10,MORTGAGE,31.26378116669204,credit_card,10.185860073303832,0,0,0,1,1,8,0,1,82.70503327502972,1
C,0.8621906747957885,0,3,RENT,38.12728803183774,home_improvement,4.656217437899588,0,0,3,1,1,11,0,1,21.75913317206579,0
D,0.5135048339399981,0,6,MORTGAGE,28.275847376709837,credit_card,1.827379485042805,0,0,2,1,1,4,0,0,94.74477593567973,0
F,0.2938943229764321,0,2,RENT,33.61510376910267,debt_consolidation,6.025943403836016,2,0,4,1,1,14,0,1,63.13285279053507,1
C,0.2833017112923205,0,4,MORTGAGE,16.46408243707526,small_business,8.388972528852534,0,1,4,0,1,7,0,1,29.584174819330663,0
D,0.8996904479716927,1,6,RENT,33.30700244940522,small_business,12.26624301547021,0,1,1,1,1,10,0,1,33.288024232408056,0
B,0.8946755047077332,0,6,RENT,30.211024033713645,debt_consolidation,8.880005080760203,1,1,1,1,0,6,0,1,87.07651655969394,1
C,0.1750726225206098,0,1,MORTGAGE,21.52331856011093,small_business,1.6117545270689575,0,1,2,1,1,7,0,1,6.1450430848523645,0
A,0.9248843576076504,0,9,OWN,16.317366454666722,small_business,4.911222539270459,1,1,0,1,1,6,1,1,74.69576902773191,1
D,0.8725205168461819,1,5,MORTGAGE,35.86783860192159,car,13.49785463519366,0,1,1,1,1,8,0,1,95.02455328486668,1
E,0.1500631133950619,0,6,MORTGAGE,36.62527572324184,medical,11.660400257120749,0,1,1,1,1,3,0,1,2.9293467196380707,0
E,0.3312454748290004,1,3,RENT,23.885510590168533,debt_consolidation,11.612193666656012,0,1,2,1,1,4,0,1,53.57115321335729,0
B,0.365203237538366,0,6,RENT,9.793990295100915,debt_consolidation,13.71324568699163,0,1,4,1,1,9,0,0,77.01386084837046,0
B,0.284888638903061,0,1,MORTGAGE,15.471481781716331,car,3.182017934647149,0,1,3,0,1,7,1,0,12.48596558027545,0
D,0.427425721306622,1,10,MORTGAGE,15.38420504907338,credit_card,1.0830486895237688,1,1,0,1,1,5,0,1,99.84439823084593,1
C,0.7138878134975452,1,0,MORTGAGE,27.383182669044302,debt_consolidation,1.7286011058098658,0,1,3,1,1,15,0,1,25.823547558929786,0
C,0.2041720445984871,0,3,MORTGAGE,17.938088844867373,home_improvement,3.1936768616899176,0,1,0,1,1,8,0,1,52.46964971741966,0
A,0.792697776712399,1,4,MORTGAGE,38.66211526869174,credit_card,1.3025019030944998,0,1,1,1,1,10,0,1,32.62430314624234,0
B,0.7897654877946664,0,4,OWN,38.89626970408619,car,6.340507760360064,1,0,1,0,1,6,0,1,22.528449329462862,1
B,0.2546364811504004,0,0,MORTGAGE,12.960152211101544,medical,14.12970220170281,1,1,2,1,1,6,0,1,61.550320455703066,1
B,0.2876528880698549,1,10,MORTGAGE,27.19098896855198,debt_consolidation,1.0360610453477996,1,1,2,0,1,8,0,0,74.75154993655747,0
C,0.0873273725584691,0,7,MORTGAGE,37.153150886708886,car,2.5482529078583207,0,1,2,0,1,2,0,0,31.575640266711048,0
C,0.5790533396008732,1,9,MORTGAGE,6.423715488024661,home_improvement,5.603029487490423,0,0,3,1,1,11,0,1,78.40208150512298,0
A,0.6918449896048862,1,5,MORTGAGE,7.216885252372553,debt_consolidation,4.917345728156722,0,0,0,1,1,9,0,1,13.845152258223017,0
D,0.0959361930341917,1,2,MORTGAGE,35.08596024077787,medical,8.244632993109652,1,1,2,1,1,7,0,1,22.087220721251665,1
D,0.4647017250306177,0,3,RENT,11.993876828402962,debt_consolidation,2.4224818421005248,0,1,1,1,1,6,0,0,88.71941120773866,0
F,0.0895364922307369,1,6,RENT,35.04866253099631,home_improvement,8.24948606712045,3,0,1,1,1,6,0,1,7.217438384582763,1
C,0.8067706902005843,0,7,OWN,18.267975716271483,debt_consolidation,10.652014745285454,0,1,2,1,1,7,1,1,33.16535866938255,0
C,0.2428125865536432,0,2,MORTGAGE,29.2547010779113,small_business,4.138198010760111,1,0,2,1,1,3,0,1,55.525770617649925,1
D,0.8012668284713134,1,2,RENT,21.11986857304669,home_improvement,3.1031113807902857,0,1,1,1,1,9,1,1,53.34517256794241,0
D,0.2011336331793414,1,3,RENT,36.325102812466106,small_business,11.607939042554976,0,1,3,1,1,9,0,0,3.4786512789879875,1
E,0.5063587799542988,1,0,MORTGAGE,18.360552045006653,home_improvement,8.685228167021581,2,0,7,1,1,8,0,1,39.45795100085535,0
E,0.4184956660468477,0,8,MORTGAGE,25.486472451661985,medical,3.1020522307586567,0,0,4,0,1,5,0,1,29.507842585994272,0
F,0.2232811098813646,0,3,RENT,36.16117856306723,home_improvement,8.342286090703034,0,1,3,0,1,6,0,1,78.00990385839074,1
C,0.9314526003849604,0,2,RENT,6.539372267827385,credit_card,9.271146320445265,0,1,2,1,1,5,0,0,62.54026297646299,0
D,0.8434404436647402,0,2,RENT,31.339727533567658,car,9.73623082586205,3,1,2,0,1,9,0,1,62.73165755607817,1
B,0.7931838521652805,0,5,MORTGAGE,12.804901889339249,medical,11.722212552792566,1,1,1,1,1,6,0,1,54.76640976944851,0
C,0.7087042892136465,1,6,MORTGAGE,18.988648815779,car,13.191683757764826,0,1,1,1,1,8,0,1,53.08906166176936,0
C,0.7803450486368836,1,3,OWN,10.605034654799676,small_business,6.483627110824937,1,1,3,1,1,5,1,1,63.66581324683575,0
C,0.0670954917696236,0,2,OWN,21.82965053657649,small_business,8.922348671315445,0,1,4,1,1,11,0,1,63.32557147808638,0
E,0.7610989451001571,0,4,MORTGAGE,7.526440813879302,home_improvement,2.375684963459122,3,0,1,1,1,8,0,0,29.82906676635334,1
C,0.6101269831357167,1,3,RENT,22.60499147897234,credit_card,14.44136158444502,2,1,2,1,0,8,0,1,99.50957781724954,1
C,0.4757418119902394,0,5,OWN,23.145460868064436,home_improvement,5.965842974653555,0,1,4,1,1,15,2,1,33.5738101785165,0
